title,score,search term,categories,abstract
Investigation of Loop Heat Pipe Survival and Restart After Extreme Cold Environment Exposure,105.1266,extreme heat,"['Spacecraft Design, Testing and Performance']","NASA plans human exploration near the South Pole of the Moon, and other locations where the environment is extremely cold. This paper reports on the heat transfer performance of a loop heat pipe (LHP) exposed to extreme cold under the simulated reduced gravitational environment of the Moon. A common method of spacecraft thermal control is to use a LHP with ammonia working fluid. Typically, a small amount of heat is provided either by electrical heaters or by environmental design, such that the LHP condenser temperature never drops below the freezing point of ammonia. The concern is that a liquid-filled, frozen condenser would not restart, or that a thawing condenser would damage the tubing due to the expansion of ammonia upon thawing. This paper reports the results of an experimental investigation of a novel approach to avoid these problems. The LHP compensation chamber (CC) is conditioned such that all the ammonia liquid is removed from the condenser and the LHP is nonoperating. The condenser temperature is then reduced to below that of the ammonia freezing point. The LHP is then successfully restarted."
NLDAS Views of North American 2011 Extreme Events,103.33371,extreme heat,['Meteorology and Climatology'],"2011 was marked as one of the most extreme years in recent history. Over the course of the year, weather-related extreme events, such as floods, heat waves, blizzards, tornadoes, and wildfires, caused tremendous loss of human life and property. The North American Land Data Assimilation System (NLDAS, http://ldas.gsfc.nasa.gov/nldas/) data set, with high spatial and temporal resolutions (0.125? x 0.125?, hourly) and various water- and energy-related variables, is an excellent data source for case studies of extreme events. This presentation illustrates some extreme events from 2011 in North America, including the Groundhog Day Blizzard, the July heat wave, Hurricane Irene, and Tropical Storm Lee, all utilizing NLDAS Phase 2 (NLDAS-2) data."
Progress Towards providing Heat-Shield for Extreme Entry Environment Technology (HEEET) for Venus and other New Frontiers Missions,102.54181,extreme heat,"['Spacecraft Design, Testing and Performance']","Heat-shield for Extreme Entry Environment Technology (HEEET) has been in development since 2014 with the goal of enabling missions to Venus, Saturn and other high-speed sample return missions. It is offered as a new technology and incentivized for mission use in the New Frontiers 4 AO by NASA. The current plans are to mature the technology to TRL 6 by FY18. The HEEET Team has been working closely with multiple NF-4 proposals to Venus, Saturn and has been supporting recent Ice-Giants mission studies. This presentation will provide progress made to date and the plans for development in FY18."
Progress Towards Providing Heat-Shield for Extreme Entry Environment Technology (HEEET) for Venus and Other New Frontiers Missions,102.29598,extreme heat,"['Spacecraft Design, Testing and Performance']","Heat-shield for Extreme Entry Environment Technology (HEEET) has been in development since 2014 with the goal of enabling missions to Venus, Saturn and other high-speed sample return missions. It is offered as a new technology and incentivized for mission use in the New Frontiers 4 AO by NASA. The current plans are to mature the technology to TRL 6 by FY’18. The HEEET Team has been working closely with multiple NF-4 proposals to Venus, Saturn and has been supporting recent Ice-Giants mission studies. This presentation will provide progress made to date and the plans for development in FY’18."
Northern Eurasian Heat Waves and Droughts,96.24773,extreme heat,['Meteorology and Climatology'],"This article reviews our understanding of the characteristics and causes of northern Eurasian summertime heat waves and droughts. Additional insights into the nature of temperature and precipitation variability in Eurasia on monthly to decadal time scales and into the causes and predictability of the most extreme events are gained from the latest generation of reanalyses and from supplemental simulations with the NASA GEOS-5 AGCM. Key new results are: 1) the identification of the important role of summertime stationary Rossby waves in the development of the leading patterns of monthly Eurasian surface temperature and precipitation variability (including the development of extreme events such as the 2010 Russian heat wave), 2) an assessment of the mean temperature and precipitation changes that have occurred over northern Eurasia in the last three decades and their connections to decadal variability and global trends in SST, and 3) the quantification (via a case study) of the predictability of the most extreme simulated heat wave/drought events, with some focus on the role of soil moisture in the development and maintenance of such events. A literature survey indicates a general consensus that the future holds an enhanced probability of heat waves across northern Eurasia, while there is less agreement regarding future drought, reflecting a greater uncertainty in soil moisture and precipitation projections. Substantial uncertainties remain in our understanding of heat waves and drought, including the nature of the interactions between the short-term atmospheric variability associated with such extremes and the longer-term variability and trends associated with soil moisture feedbacks, SST anomalies, and an overall warming world."
Overview of Heatshield for Extreme Entry Environment Technology (HEEET),96.206154,extreme heat,"['Spacecraft Design, Testing and Performance']","The objective of the Heatshield for Extreme Entry Environment Technology (HEEET) projects is to mature a 3-D Woven Thermal Protection System (TPS) to Technical Readiness Level (TRL) 6 to support future NASA missions to destinations such as Venus and Saturn. Destinations that have extreme entry environments with heat fluxes > 3500 W/cm2 and pressures up to 5 atmospheres, entry environments that NASA has not flown since Pioneer-Venus and Galileo. The scope of the project is broad and can be split into roughly four areas, Manufacturing/Integration, Structural Testing and Analysis, Thermal Testing and Analysis and Documentation. Manufacturing/Integration covers from raw materials, piece part fabrication to final integration on a 1-meter base diameter 45-degree sphere cone Engineering Test Unit (ETU). A key aspect of the project was to transfer as much of the manufacturing technology to industry in preparation to support future mission infusion. The forming, infusion and machining approaches were transferred to Fiber Materials Inc. and FMI then fabricated the piece parts from which the ETU was manufactured. The base 3D-woven material consists of a dual layer weave with a high-density outer layer to manage recession in the system and a lower density, lower thermal conductivity inner layer to manage the heat load. At the start of the project it was understood that due to weaving limitations the heat shield was going to be manufactured from a series of tiles. And it was recognized that the development of a seam solution that met the structural and thermal requirements of the system was going to be the most challenging aspect of the project. It was also recognized that the seam design would drive the final integration approach and therefore the integration of the ETU was kept in-house within NASA. A final seam concept has been successfully developed and implemented on the ETU. The structural testing and analysis covers from characterization of the different layers of the infused material as functions of weave direction and temperature to sub-component level testing such as 4pt bend testing at sub-ambient and elevated temperature and culminates in testing of the ETU results from which will validate the structural models developed using the element and sub-component level tests. Given the seam has to perform both structurally and aerothermally during entry a novel 4pt bend test fixture was developed allowing articles to be tested while the front surface is heated with a laser. These tests are being utilized to establish the systems structural capability during entry.A broad range of aerothermal tests (arcjet tests) were performed to develop material response models for predicting the required TPS thickness to meet a missions needs and to evaluate failure modes and establish the capability of the system. The final aspect of the project is to develop a comprehensive Design and Data Book such that a future mission will have the information necessary to adopt the technology. This presentation will provide an overview for each of these areas and argue that HEEET has successfully achieved TRL 6."
A 7.6m /25-ft/ extreme environments simulator,95.52061,extreme heat,['PHYSICAL SCIENCES'],"Stainless steel cylindrical simulation chamber permits testing equipment under extreme cold, high partial vacuums, and intense solar radiation. Applications include heat balance and temperature distribution studies, investigations of subsystem interactions, tests of attitude control equipment and sensors, and acceptance tests of complete systems."
Heatshield for Extreme Entry Environment Technology (HEEET) Thermal Protection System (TPS),95.21757,extreme heat,"['Spacecraft Design, Testing and Performance']","Over the last 5 years, the Heatshield for Extreme Entry Environment Technology (HEEET) project has been working to mature a 3-D Woven Thermal Protection System (TPS) to Technical Readiness Level (TRL) 6 to support future NASA missions to destinations with extreme entry environments such as Venus, Saturn, Uranus, Neptune and high speed sample return missions to Earth. A key aspect of the project has been the building and testing of a 1-meter base diameter Engineering Test Unit (ETU) representative of what could be used for a Saturn probe. This paper provides a high level overview of the HEEET project including manufacturing and testing of the ETU which has been subjected to mission relevant thermal and mechanical loads, to verify structural models, establish system capability and verify manufacturing workmanship."
Reply to Rhines and Huybers: Changes in the Frequency of Extreme Summer Heat,95.119225,extreme heat,['Meteorology and Climatology'],"Rhines and Huybers are correct that the decreasing number of measurement stations in recent years contributed slightly to our calculated increase of extreme summer mean temperature anomalies. However, the increased frequency of extreme heat anomalies is accounted for mainly by (i) higher mean temperature of recent decades relative to the base period 1951-1980, and (ii) the continuing upward temperature trend during recent decades. The effect of decreasing stations is shown by comparing our prior analysis with results using only stations with data records in both the base period and recent years (Fig. 1). The distribution is noisier, and the area with temperature anomaly exceeding three SDs during 2001-2011 decreases from 9.6 to 9.3% for the reduced number of stations (1,886 rather than 6,147), but our conclusions are not changed qualitatively. The temperature anomaly distribution shifts to the right and broadens because it is defined relative to a fixed (1951-1980) base period, during which global temperatures were within the Holocene range. We argue on the basis of accelerating ice loss from Greenland and Antarctica and rapidly rising sea level (now exceeding 3 mm/y or 3 m per millennium) that temperatures in the early 21st century are already above the Holocene range, and thus use of a base period preceding the rapid warming of the past three decades has merit."
Extreme-temperature bearings,94.83474,extreme heat,"['MATERIALS, METALLIC']",Extreme-temperature bearings
Keeping Cool in Extreme Heat,94.2726,extreme heat,['Nonmetallic Materials'],"Through a partnership with Unitika Ltd., NASA's Langley Research Center created a foam based on high temperature resistant polyimide chemistry. Licensed non-exclusively to SORDAL, Inc., the low-density foam, named TEEK, can be processed into forms or used to fill structures such as honeycomb. TEEK offers superior insulation and support qualities, with heat and flame resistance abilities.TEEK is a practical selection for hull insulation in the shipbuilding industry, with numerous potential applications in aerospace applications, fire-resistant construction materials, and a wide range of consumer products that will improve safety and energy efficiency. Other opportunities are available in the areas of automotive coatings and sealants, electrical components, and recreational equipment. SORDAL has introduced its new product in several different forms, under the name ""SOLREX"". The company is developing a new product called SORDAL Paper(TM) that will be used in conjunction with the polyimide foam to offer thermal protection in various products, such as fire resistant garments and prosthetics."
Woven Thermal Protection System Based Heat-shield for Extreme Entry Environments Technology (HEEET),92.0228,extreme heat,['Aeronautics (General)'],"NASA's future robotic missions utilizing an entry system into Venus and the outer planets, namely, Saturn, Uranus, Neptune, result in extremely high entry conditions that exceed the capabilities of state of the art low to mid density ablators such as PICA or Avcoat. Therefore mission planners typically assume the use of a fully dense carbon phenolic heat shield similar to what was flown on Pioneer Venus and Galileo. Carbon phenolic is a robust TPS material however its high density and relatively high thermal conductivity constrain mission planners to steep entries, with high heat fluxes and pressures and short entry durations, in order for CP to be feasible from a mass perspective. The high entry conditions pose challenges for certification in existing ground based test facilities and the longer‐term sustainability of CP will continue to pose challenges. In 2012 the Game Changing Development Program (GCDP) in NASA's Space Technology Mission Directorate funded NASA ARC to investigate the feasibility of a Woven Thermal Protection System (WTPS) to meet the needs of NASA's most challenging entry missions. This project was highly successful demonstrating that a Woven TPS solution compares favorably to CP in performance in simulated reentry environments and provides the opportunity to manufacture graded materials that should result in overall reduced mass solutions and enable a much broader set of missions than does CP. Building off the success of the WTPS project GCDP has funded a follow on project to further mature and scale up the WTPS concept for insertion into future NASA robotic missions. The matured WTPS will address the CP concerns associated with ground based test limitations and sustainability. This presentation will briefly discuss results from the WTPS Project and the plans for WTPS maturation into a heat‐shield for extreme entry environment."
Woven Thermal Protection System Based Heat-shield for Extreme Entry Environments Technology (HEEET),91.90254,extreme heat,['Aeronautics (General)'],"NASA's future robotic missions utilizing an entry system into Venus and the outer planets, namely, Saturn, Uranus, Neptune, result in extremely severe entry conditions that exceed the capabilities of state of the art low to mid density ablators such as PICA or Avcoat. Therefore mission planners typically assume the use of a fully dense carbon phenolic heat shield similar to what was flown on Pioneer Venus and Galileo. Carbon phenolic (CP) is a robust TPS material however its high density and relatively high thermal conductivity constrain mission planners to steep entries, with high heat fluxes and pressures and short entry durations, in order for CP to be feasible from a mass perspective. The high entry conditions pose challenges for certification in existing ground based test facilities and the longer-­‐term sustainability of CP will continue to pose challenges. In 2012 the Game Changing Development Program (GCDP) in NASA's Space Technology Mission Directorate funded NASA ARC to investigate the feasibility of a Woven Thermal Protection System (WTPS) to meet the needs of NASA's most challenging entry missions. This project was highly successful demonstrating that a Woven TPS solution compares favorably to CP in performance in simulated reentry environments and provides the opportunity to manufacture graded materials that should result in overall reduced mass solutions and enable a much broader set of missions than does CP. Building off the success of the WTPS project GCDP has funded a follow on project to further mature and scale up the WTPS concept for insertion into future NASA robotic missions. The matured WTPS will address the CP concerns associated with ground based test limitations and sustainability. This presentation will briefly discuss results from the WTPS Project and the plans for WTPS maturation into a heat-­‐shield for extreme entry environment."
On the Role of SST Forcing in the 2011 and 2012 Extreme U.S. Heat and Drought: A Study in Contrasts,91.7919,extreme heat,['Meteorology and Climatology'],"This study compares the extreme heat and drought that developed over the United States in 2011 and 2012 with a focus on the role of SST forcing. Experiments with the NASA GEOS-5 atmospheric general circulation model show that the winter/spring response over the U.S. to the Pacific SST is remarkably similar for the two years despite substantial differences in the tropical Pacific SST. As such, the pronounced winter and early spring temperature differences between the two years (warmth confined to the south in 2011 and covering much of the continent in 2012) primarily reflect differences in the contributions from the Atlantic and Indian Oceans, with both acting to cool the east and upper mid-west during 2011, while during 2012 the Indian Ocean reinforced the Pacific-driven continental-wide warming and the Atlantic played a less important role. During late spring and summer of 2011 the tropical Pacific SST force a continued warming and drying over the southern U.S., though considerably weaker than observed. Nevertheless, the observed anomalies fall within the models intra-ensemble spread. In contrast, the rapid development of intense heat and drying over the central U.S. during June and July of 2012 falls outside the models intra-ensemble spread. The response to the SST (a northward expansion of a modest summer warming linked to the Atlantic) gives little indication that 2012 would produce record-breaking precipitation deficits and heat in the central Great Plains. A diagnosis of the 2012 observed circulation anomalies shows that the most extreme heat and drought was tied to the development of a stationary Rossby wave and an associated anomalous upper tropospheric high maintained by weather transients."
A preliminary design and analysis of an advanced heat-rejection system for an extreme altitude advanced variable cycle diesel engine installed in a high-altitude advanced research platform,91.6301,extreme heat,['AIRCRAFT PROPULSION AND POWER'],"Satellite surveillance in such areas as the Antarctic indicates that from time to time concentration of ozone grows and shrinks. An effort to obtain useful atmospheric data for determining the causes of ozone depletion would require a flight capable of reaching altitudes of at least 100,000 ft and flying subsonically during the sampling portion of the mission. A study of a heat rejection system for an advanced variable cycle diesel (AVCD) engine was conducted. The engine was installed in an extreme altitude, high altitude advanced research platform. Results indicate that the waste heat from an AVCD engine propulsion system can be rejected at the maximum cruise altitude of 120,000 ft. Fifteen performance points, reflecting the behavior of the engine as the vehicle proceeded through the mission, were used to characterize the heat exchanger operation. That portion of the study is described in a appendix titled, 'A Detailed Study of the Heat Rejection System for an Extreme Altitude Atmospheric Sampling Aircraft,' by a consultant, Mr. James Bourne, Lytron, Incorporated."
Heatshield for Extreme Entry Environment Technology (HEEET) Development Status,91.50174,extreme heat,['Fluid Mechanics and Thermodynamics'],"The Heatshield for Extreme Entry Environment Technology (HEEET) Project is a NASA STMD (Space Technology Mission Directorate) and SMD (Science Mission Directorate) co-funded effort. The goal is to develop and mission infuse a new ablative Thermal Protection System that can withstand extreme entry. It is targeted to support NASA's high priority missions, as defined in the latest decadal survey, to destinations such as Venus and Saturn in-situ robotic science missions. Entry into these planetary atmospheres results in extreme heating. The entry peak heat-flux and associated pressure are estimated to be between one and two orders of magnitude higher than those experienced by Mars Science Laboratory or Lunar return missions. In the recent New Frontiers community announcement NASA has indicated that it is considering providing an increase to the PI (Principal Investigator) managed mission cost (PIMMC) for investigations utilizing the Heatshield for Extreme Entry Environment Technology (HEEET) and in addition, NASA is considering limiting the risk assessment to only their accommodation on the spacecraft and the mission environment."
The Impact of Trends in the Large Scale Atmospheric Circulation on Mediterranean Surface Turbulent Heat Fluxes,91.371864,extreme heat,['Meteorology and Climatology'],"Interannual variations of latent heat fluxes (LHF) and sensible heat fluxes (SHF) over the Mediterranean for the boreal winter season (DJF) show positive trends during 1958-2011. Comparison of correlations between the heat fluxes and the intensity and location of the Azores High (AH), and the NAO and East Atlantic-West Russia (EAWR) teleconnections, along with analysis of composites of surface temperature, humidity and wind fields for different teleconnection states, demonstrates that variations of the AH are found to explain the heat flux changes more successfully than the NAO and the EAWR. Trends in sea level pressure and longitude of the Azores High during DJF show a strengthening, and an eastward shift. DJF Azores High pressure and longitude are shown to co-vary such that variability of the Azores High occurs along an axis defined by lower pressure and westward location at one extreme, and higher pressure and eastward location at the other extreme. The shift of the Azores High from predominance of the low/west state to the high/east state induces trends in Mediterranean Sea surface winds, temperature and moisture. These, combined with sea surface warming trends, produce trends in wintertime Mediterranean Sea sensible and latent heat fluxes."
Heatshield for Extreme Entry Environment Technology (HEEET) Thermal Protection System (TPS),91.31529,extreme heat,['Engineering (General)'],"Starting in 2013 and completing in 2019, the Heatshield for Extreme Entry Environment Technology (HEEET) project has been working to mature a 3-D Woven Thermal Protection System (TPS) to Technical Readiness Level (TRL) 6 to support future NASA missions to destinations with extreme entry environments such as Venus, Saturn, Uranus, Neptune and high-speed sample return missions to Earth. A key aspect of the project has been the building and testing of a 1-meter base diameter Engineering Test Unit (ETU) representative of what could be used for a Saturn probe. This paper provides a high-level overview of the HEEET project including manufacturing and testing of the ETU for structural model verification, establish system capability and verify manufacturing workmanship."
Extreme Environment Technologies for Space and Terrestrial Applications,90.84003,extreme heat,['Space Sciences (General)'],"Over the next decades, NASA's planned solar system exploration missions are targeting planets, moons and small bodies, where spacecraft would be expected to encounter diverse extreme environmental (EE) conditions throughout their mission phases. These EE conditions are often coupled. For instance, near the surface of Venus and in the deep atmospheres of giant planets, probes would experience high temperatures and pressures. In the Jovian system low temperatures are coupled with high radiation. Other environments include thermal cycling, and corrosion. Mission operations could also introduce extreme conditions, due to atmospheric entry heat flux and deceleration. Some of these EE conditions are not unique to space missions; they can be encountered by terrestrial assets from the fields of defense,oil and gas, aerospace, and automotive industries. In this paper we outline the findings of NASA's Extreme Environments Study Team, including discussions on state of the art and emerging capabilities related to environmental protection, tolerance and operations in EEs. We will also highlight cross cutting EE mitigation technologies, for example, between high g-load tolerant impactors for Europa and instrumented projectiles on Earth; high temperature electronics sensors on Jupiter deep probes and sensors inside jet engines; and pressure vessel technologies for Venus probes and sea bottom monitors. We will argue that synergistic development programs between these fields could be highly beneficial and cost effective for the various agencies and industries. Some of these environments, however, are specific to space and thus the related technology developments should be spear headed by NASA with collaboration from industry and academia."
Applications of heat pipes to cool PWBS and hybrid microcircuits,90.633675,extreme heat,['FLUID MECHANICS AND HEAT TRANSFER'],"Some of the advanced thermal management techniques used to reduce operating junction temperature under extreme environmental temperature conditions are discussed. Heat pipes in actual electronic packaging applications, and those under development, are discussed. Performance characteristics of heat pipes are given, and examples are described of how thermal problems in electronic packaging are solved through the use of heat pipes."
Theory and application of long duration heat flux transducers,90.415634,extreme heat,['INSTRUMENTATION AND PHOTOGRAPHY'],"Heat flux measurement techniques and devices - slug-type sensor and steady-state sensor, radiation and convection devices, and heat flux transducers"
Linking Excessive Heat with Daily Heat-Related Mortality over the Coterminous United States,88.75539,extreme heat,['Meteorology and Climatology'],"In the United States, extreme heat is the most deadly weather-related hazard. In the face of a warming climate and urbanization, which contributes to local-scale urban heat islands, it is very likely that extreme heat events (EHEs) will become more common and more severe in the U.S. This research seeks to provide historical and future measures of climate-driven extreme heat events to enable assessments of the impacts of heat on public health over the coterminous U.S. We use atmospheric temperature and humidity information from meteorological reanalysis and from Global Climate Models (GCMs) to provide data on past and future heat events. The focus of research is on providing assessments of the magnitude, frequency and geographic distribution of extreme heat in the U.S. to facilitate public health studies. In our approach, long-term climate change is captured with GCM outputs, and the temporal and spatial characteristics of short-term extremes are represented by the reanalysis data. Two future time horizons for 2040 and 2090 are compared to the recent past period of 1981- 2000. We characterize regional-scale temperature and humidity conditions using GCM outputs for two climate change scenarios (A2 and A1B) defined in the Special Report on Emissions Scenarios (SRES). For each future period, 20 years of multi-model GCM outputs are analyzed to develop a 'heat stress climatology' based on statistics of extreme heat indicators. Differences between the two future and the past period are used to define temperature and humidity changes on a monthly time scale and regional spatial scale. These changes are combined with the historical meteorological data, which is hourly and at a spatial scale (12 km) much finer than that of GCMs, to create future climate realizations. From these realizations, we compute the daily heat stress measures and related spatially-specific climatological fields, such as the mean annual number of days above certain thresholds of maximum and minimum air temperatures, heat indices, and a new heat stress variable developed as part of this research that gives an integrated measure of heat stress (and relief) over the course of a day. Comparisons are made between projected (2040 and 2090) and past (1990) heat stress statistics. Outputs are aggregated to the county level, which is a popular scale of analysis for public health interests. County-level statistics are made available to public health researchers by the Centers for Disease Control and Prevention (CDC) via the Wide-ranging Online Data for Epidemiologic Research (WONDER) system. This addition of heat stress measures to CDC WONDER allows decision and policy makers to assess the impact of alternative approaches to optimize the public health response to EHEs. Through CDC WONDER, users are able to spatially and temporally query public health and heat-related data sets and create county-level maps and statistical charts of such data across the coterminous U.S."
Method for X-ray study under extreme temperature and pressure conditions,88.46498,extreme heat,['PHYSICAL SCIENCES'],Vacuum chamber environmental simulator and X ray camera are used to study the stability of various minerals in extreme environmental conditions. An ion pump creates the desired vacuum. Exact sample positioning is obtained with a bellows sealed linear motion feed-through. Temperature control is by means of fluid conductive heat transfer.
Challenges in Qualification of Thermal Protection Systems in Extreme Entry Environments,88.4336,extreme heat,"['Spacecraft Design, Testing and Performance']","Planetary entry vehicles employ ablative TPS materials to shield the aeroshell from entry aeroheating environments. To ensure mission success, it must be demonstrated that the heat shield system, including local features such as seams, does not fail at conditions that are suitably margined beyond those expected in flight. Furthermore, its thermal response must be predictable, with acceptable fidelity, by computational tools used in heat shield design. Mission assurance is accomplished through a combination of ground testing and material response modelling. A material's robustness to failure is verified through arcjet testing while its thermal response is predicted by analytical tools that are verified against experimental data. Due to limitations in flight-like ground testing capability and lack of validated high-fidelity computational models, qualification of heat shield materials is often achieved by piecing together evidence from multiple ground tests and analytical simulations, none of which fully bound the flight conditions and vehicle configuration. Extreme heating environments (>2000 W/sq. cm heat flux and >2 atm pressure), experienced during entries at Venus, Saturn and Ice Giants, further stretch the current testing and modelling capabilities for applicable TPS materials. Fully-dense Carbon Phenolic was the material of choice for these applications; however, since heritage raw materials are no longer available, future uses of re-created Carbon Phenolic will require re-qualification. To address this sustainability challenge, NASA is developing a new dual-layer material based on 3D weaving technology called Heat shield for Extreme Entry Environments (HEEET). Regardless of TPS material, extreme environments pose additional certification challenges beyond what has been typical in recent NASA missions. Scope of this presentation: This presentation will give an overview of challenges faced in verifying TPS performance at extreme heating conditions. Examples include: (1) Bounding aeroheating parameters (heat flux, pressure, shear and enthalpy) in ground facilities. How to certify TPS if environments can't be bounded or aeroheating parameters can't be simultaneously achieved. (2) Higher uncertainties in ground test environments (facility calibration and analytical predictions) at extreme conditions. (3) Testing in flows similar to planetary atmosphere composition (H2/He for Gas and Ice Giants). (4) Test sample size limitations for qualifying seam designs. (5) Lack of computational tools capable of simulating all significant aspects of TPS performance (including initiation and propagation of failures). This presentation will provide recommendations on how the EDL community can address these challenges and mitigate some of the risks involved in flying TPS materials at extreme conditions. Examples include: (1) Dedicated activity to understanding TPS failure modes. Develop computational tools capable of modelling fluid interaction with material's thermostructural response. Validate these tools through failure testing. A better understanding of failure mechanisms may eliminate the need to fully bound all aeroheating parameters in ground testing. (2) Enhancements to current testing facilities to simulate flight-like ablation mechanism (ex. testing in Nitrogen at Ames Interaction Heating Facility to limit oxidation in favor of more sublimation). (3) Improved characterization of test conditions with new diagnostic methods and determination of environment uncertainty through rigorous statistical analysis of available data. (4) Design margin policies that are directly tied to uncertainties in ground test environments and modelling fidelity"
Extreme Model Atmospheres of Mars,88.352615,extreme heat,['PROPULSION SYSTEMS'],Extreme model atmospheres of mars
Negative extreme events in gross primary productivity and their drivers in China during the past three decades,87.87755,extreme heat,['Earth Resources and Remote Sensing'],"Climate extremes have remarkable impacts on ecosystems and are expected to increase with future global warming. However, only few studies have focused on the ecological extreme events and their drivers in China. In this study, we carried out an analysis of negative extreme events in gross primary productivity (GPP) in China and the sub-regions during 1982–2015, using monthly GPP simulated by 12 process-based models (TRENDYv6) and an observation-based model (Yao-GPP). Extremes were defined as the negative 5th percentile of GPP anomalies, which were further merged into individual extreme events using a three-dimensional contiguous algorithm. Spatio-temporal patterns of negative GPP anomalies were analyzed by taking the 1000 largest extreme events into consideration. Results showed that the effects of extreme events decreased annual GPP by 2.8% (i.e. 208 TgC/year) in TRENDY models and 2.3% (i.e. 151 TgC/year) in Yao-GPP. Hotspots of extreme GPP deficits were mainly observed in North China (−53 gC/sq.m year) in TRENDY models and Northeast China (−42 gC/sq.m year) in Yao-GPP. For China as a whole, attribution analyses suggested that extreme low 
precipitation was associated with 40%–50% of extreme negative GPP events. Most events in northern and western China could be explained by meteorological droughts (i.e. low precipitation) while GPP extreme events in southern China were more associated with temperature extremes, in particular with cold spells. GPP was revealed to be much more sensitive to heat/drought than to cold/wet extreme events. Combined with projected changes in climate extremes in China, GPP negative anomalies caused by drought events in northern China and by temperature extremes in southern China might be more prominent in the future."
Heatshield for Extreme Entry Environment Technology: Results from Acreage and Integrated Seams Arcjet Testing,87.87287,extreme heat,"['Spacecraft Design, Testing and Performance']",This invited talk will give a brief overview of the integrated heat-shield system design that requires seams and the extreme environment conditions that HEEET should be demonstrated to be capable of thermal performance without fail. We have tested HEEET across many different facilities and at conditions that are extreme. The presentation will highlight the performance of both the acreage as well as integrated seam at these conditions. The Invite talks are 10 min and hence this presentation will be short.
Heatshield for Extreme Entry Environment Technology (HEEET) Development and Maturation Status,87.60756,extreme heat,"['Spacecraft Design, Testing and Performance']","This poster provides an overview of the requirements, design, development and testing of the 3D (Three Dimensional) Woven TPS (Thermal Protection System) being developed under NASA's Heatshield for Extreme Entry Environment Technology (HEEET) project. Under this current program, NASA is working to develop a TPS capable of surviving entry into Saturn. A primary goal of the project is to build and test an Engineering Test Unit (ETU) to establish a Technical Readiness Level (TRL) of 6 for this technology by 2017."
Flexible diaphragm-extreme temperature usage,87.13051,extreme heat,['INSTRUMENTATION AND PHOTOGRAPHY'],"A diaphragm suitable for extreme temperature usage, such as encountered in critical aerospace applications, is fabricated by a unique method, and of a unique combination of materials. The materials include multilayered lay-ups of diaphragm materials sandwiched between layers of bleeder fabrics. After being formed in the desired shape on a mold, they are vacuum sealed and then cured under pressure, in a heated autoclave. A bond capable of withstanding extreme temperatures are produced."
Extreme Environment Simulation - Current and New Capabilities to Simulate Venus and Other Planetary Bodies,87.06807,extreme heat,"['Lunar and Planetary Science and Exploration', 'Ground Support Systems and Facilities (Space)']","Science, technology, and planetary mission communities have a growing interest in components and systems that are capable of working in extreme (high) temperature and pressure conditions. Terrestrial applications range from scientific research, aerospace, defense, automotive systems, energy storage and power distribution, deep mining and others. As the target environments get increasingly extreme, capabilities to develop and test the sensors and systems designed to operate in such environments will be required. An application of particular importance to the planetary science community is the ability for a robotic lander to survive on the Venus surface where pressures are nearly 100 times that of Earth and temperatures approach 500C. The scientific importance and relevance of Venus missions are stated in the current Planetary Decadal Survey. Further, several missions to Venus were proposed in the most recent Discovery call. Despite this interest, the ability to accurately simulate Venus conditions at a scale that can test and validate instruments and spacecraft systems and accurately simulate the Venus atmosphere has been lacking. This paper discusses and compares the capabilities that are known to exist within and outside the United States to simulate the extreme environmental conditions found in terrestrial or planetary surfaces including the Venus atmosphere and surface. The paper then focuses on discussing the recent additional capability found in the NASA Glenn Extreme Environment Rig (GEER). The GEER, located at the NASA Glenn Research Center in Cleveland, Ohio, is designed to simulate not only the temperature and pressure extremes described, but can also accurately reproduce the atmospheric compositions of bodies in the solar system including those with acidic and hazardous elements. GEER capabilities and characteristics are described along with operational considerations relevant to potential users. The paper presents initial operating results and concludes with a sampling of investigations or tests that have been requested or expected."
Microbial Life Under Extreme Energy Limitation,86.4861,extreme heat,['Life Sciences (General)'],"A great number of the bacteria and archaea on Earth are found in subsurface environments in a physiological state that is poorly represented or explained by laboratory cultures. Microbial cells in these very stable and oligotrophic settings catabolize 104- to 106-fold more slowly than model organisms in nutrient-rich cultures, turn over biomass on timescales of centuries to millennia rather than hours to days, and subsist with energy fluxes that are 1,000-fold lower than the typical culture-based estimates of maintenance requirements. To reconcile this disparate state of being with our knowledge of microbial physiology will require a revised understanding of microbial energy requirements, including identifying the factors that comprise true basal maintenance and the adaptations that might serve to minimize these factors."
